original_title,id,original_language,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline,summary_length,Unnamed: 15,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Merantau,34626,id,8.364,2009-08-06,6.5,148,"['Action', 'Drama', 'Thriller']",skilled practitioner final preparation begin merantau century old rite passage carried community young men see leave comfort idyllic farming village make name bustling city,154660,106.0,,337,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Beowulf,5470,en,10.612,1999-04-01,4.3,160,"['Action', 'Adventure', 'Horror', 'Fantasy']",wanderer learns man eating creature called come night devour warrior trapped ruled ha daughter whose husband may murdered master arm,1531251,95.0,,267,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
A Kind of Murder,305943,en,10.62,2016-12-16,5.3,180,"['Drama', 'Thriller']",successful architect married beautiful lead seemingly perfect life fascination unsolved murder lead spiral chaos forced play cat mouse clever killer overambitious detective time lusting another woman,0,95.0,From the Novel by Patricia Highsmith.,349,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Le scaphandre et le papillon,2013,fr,10.063,2007-05-23,7.6,851,['Drama'],true story editor age suffered stroke paralyzed entire body except left eye using eye blink memoir eloquently described aspect interior world psychological torment trapped inside body imagined story land visited mind,19777647,112.0,Let your imagination set you free.,392,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
天使のたまご,15916,ja,9.861,1985-12-22,7.8,256,"['Animation', 'Drama', 'Fantasy', 'Mystery', 'Science Fiction']",mysterious young girl wanders desolate otherworldly landscape carrying large egg,0,71.0,Under a sky where clouds make sound as they move,89,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
디 워,10253,ko,9.863,2007-02-08,4.6,281,"['Fantasy', 'Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']",based legend unknown creature return devastate planet called investigate matter,75108998,90.0,They've made our world their battleground,149,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
Johnson Family Vacation,19084,en,8.861,2004-04-07,5.3,133,"['Comedy', 'Family']",man estranged wife three child decides reconnect family taking road trip big family reunion,31179516,97.0,Take the ride.,189,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I Saw What You Did,28295,en,6.441,1965-07-21,6.4,41,"['Horror', 'Mystery', 'Thriller']",teenage friend make prank phone call fun find involved brutal double murder committed one target,0,82.0,,155,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
The Natural,11393,en,12.11,1984-05-11,7.0,429,['Drama'],unknown middle aged batter named mysterious past appears nowhere take losing baseball team top league,47951979,137.0,He lived for a dream that wouldn't die.,154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Il bisbetico domato,10986,it,13.81,1980-12-20,7.2,348,['Comedy'],rich farmer well known unkind misanthropic misogynous cantankerous meet chance gorgeous girl,0,104.0,,142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Great Hack,566222,en,12.627,2019-01-26,6.8,370,['Documentary'],data arguably world valuable asset weaponized wage cultural political war dark world data exploitation uncovered unpredictable personal journey player different side explosive data story,0,114.0,They took your data. Then they took control.,284,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Handmaid's Tale,20815,en,8.86,1990-02-15,6.0,149,"['Drama', 'Science Fiction']",dystopicly polluted rightwing religious tyranny young woman put sexual slavery account rare fertility,0,108.0,A haunting tale of sexuality in a country gone wrong.,130,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
名探偵コナン ベイカー街（ストリート）の亡霊,26662,ja,10.111,2002-04-20,7.6,113,"['Animation', 'Adventure', 'Mystery']",latest technology milestone human innovation set showcase privileged child honour beginning new revolution gaming however carefree fun cut short company employee found murdered dying message pointing clue hidden within enters solve mystery ensure perpetrator caught inside take mind imprisoning child within world escape bring murderer justice company must navigate simulated th century track infamous life innocent child depending,0,107.0,,805,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WarGames: The Dead Code,14154,en,10.591,2008-07-29,5.3,91,"['Science Fiction', 'Drama', 'Thriller']",hacker engages government super computer named online terrorist attack simulation game doe know ha designed appeal potential terrorist certain software glitch turn made become paranoid,0,96.0,Are you ready to play?,281,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Regression,241257,en,10.116,2015-10-01,5.5,1473,"['Horror', 'Mystery', 'Thriller', 'Crime']",investigates case young accuses father unspeakable crime unexpectedly without recollection admits guilt renowned psychologist brought help relive memory discover unmasks horrifying nationwide mystery,17671101,106.0,Fear always finds its victim,343,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Bruised,718633,en,10.09,2021-11-17,0.0,0,['Drama'],year humiliating defeat fighter grab one last shot redemption young son left behind come back life,0,132.0,It's not a second chance. It's a last chance.,143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Caníbal,209251,es,7.794,2013-10-11,5.9,81,"['Thriller', 'Drama']",prestigious tailor also murderer shadow feel remorse guilt appears life love awakens,0,117.0,Love Is Insatiable,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
映画ドラえもん のび太の宇宙英雄記,350650,ja,9.265,2015-03-07,6.4,40,"['Comedy', 'Animation', 'Family', 'Adventure', 'Science Fiction', 'Fantasy']",one day shooting film space hero shooting film open lot boy called come alert alien attacking planet agree help turning real superheroes easy look,32700000,100.0,,299,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Piranha,48374,en,8.129,1995-10-01,4.3,59,"['Horror', 'TV Movie']",ha conducting genetic experiment piranha ha made virtually unstoppable assistant accidentally release hybrid threatening destroy everyone path prevent flesh eating piranha escaping ocean spawning,0,89.0,"Lost River Lake was a thriving resort, Until they discovered...",345,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Sub Rosa,546726,en,8.854,2014-08-10,5.9,8,"['Drama', 'Romance']",bullied father grow teen fight love step mother father life,0,22.0,Every Family Has a Secret,107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Sharknado,205321,en,9.863,2013-07-11,3.9,1248,"['Science Fiction', 'TV Movie', 'Action', 'Adventure', 'Comedy', 'Horror']",freak hurricane hit causing man eating shark scooped tornado flooding city shark infested seawater bar owner set friend rescue estranged wife teenage daughter,0,86.0,Enough said!,272,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
ゴジラ,1678,ja,13.059,1954-11-03,7.6,608,"['Thriller', 'Horror', 'Science Fiction']",thrown panic several ship sunk near expedition island led soon discover something far devastating imagined form meter tall monster native call monster begin rampage threatens destroy rest world well,2250000,96.0,"Godzilla, a weapon of science, a great battle of wonder and terror!",358,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Gabriel's Rapture,850356,en,9.481,2021-12-31,0.0,0,['Romance'],th installment based best selling novel,0,106.0,,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Great Raid,13922,en,10.61,2005-08-12,6.6,247,"['Action', 'History', 'War']",rage elite given mission heroic proportion push mile behind enemy line liberate american prisoner war,10166502,132.0,The most daring rescue mission of our time is a story that has never been told,179,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Everybody's Talking About Jamie,624899,en,9.497,2021-09-10,6.6,61,"['Drama', 'Comedy']",quite fit instead pursuing real career dream becoming drag queen uncertain future know one thing sure going sensation supported loving mom amazing friend overcomes prejudice beat bully step darkness spotlight,0,115.0,Show the world who you really are.,352,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Never Rarely Sometimes Always,595671,en,11.888,2020-03-13,7.3,305,['Drama'],pair teenage girl rural travel seek medical help unintended pregnancy,407807,101.0,Her journey. Her choice.,125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Boogeyman 3,15262,en,10.86,2008-10-17,5.2,165,['Horror'],college student witness alleged suicide roommate set motion series horrific event cause fear supernatural entity try convince rest dorm doe exist evil force grows stronger friend begin pay price must stop ultimate evil entire campus fall prey,0,94.0,,386,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Come to Daddy,586592,en,11.877,2019-04-25,5.9,340,"['Comedy', 'Thriller', 'Horror']",receiving cryptic letter estranged father travel dad oceanfront home hope positive experience known dark truth old man beforehand,57998,96.0,From The Team Behind The Witch And The Greasy Strangler,216,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Class of 1984,11564,en,10.108,1982-08-20,6.4,209,"['Action', 'Crime', 'Drama', 'Thriller']",new teacher inner city high school unlike ha seen metal detector front door place basically run tough kid named become enemy stop nothing protect turf drug dealing business,0,98.0,Class of 1984. Is this the future?,318,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Librarian: Return to King Solomon's Mines,14208,en,9.86,2006-09-09,6.1,397,"['Fantasy', 'Action', 'Adventure']",retrieving receives map mail secret location scroll stolen explains power book assigns retrieve map map useless without legend piece decipher located near ruin head casablanca ruin chased group mercenary leaded want find location mine team working dig escape men traveling save local death trio face dangerous journey wild,0,92.0,,784,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
America's Sweethearts,11467,en,11.109,2001-07-17,5.7,640,"['Comedy', 'Romance']",midst nasty public breakup married movie star studio publicist scramble put cap escalating situation couple latest film ha found print kidnapped director,138191428,102.0,Hollywood's hottest couple just split up. It'll take more than special effects to reunite them.,213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Accepted,9788,en,10.859,2006-08-18,6.4,1170,['Comedy'],high school slacker rejected every school applies opts create institution higher learning rundown piece property near hometown,38505009,93.0,When every college turned them down. . . they made one up.,213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good Bye Lenin!,338,de,11.608,2003-02-09,7.6,1808,"['Comedy', 'Drama']",mother wa coma wall fell wake must try keep learning happened wa avid communist supporter avoid shocking could lead another heart attack,79384880,121.0,The German Democratic Republic lives on -- in 79 square meters!,237,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Uncle Frank,634544,en,9.66,2020-11-25,7.5,262,['Drama'],year old niece take road trip family patriarch funeral unexpectedly joined lover,0,95.0,No one comes home without baggage.,208,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
On Chesil Beach,391714,en,10.369,2018-01-19,6.2,280,"['Drama', 'Romance']",young couple find idyllic romance colliding issue sexual freedom societal pressure leading awkward fateful wedding night,3335913,110.0,A different time. A different love.,171,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Harland Manor,877975,en,7.655,2021-10-29,4.0,1,['Horror'],team paranormal investigator document haunted find hunted malevolent ghost still dwell,0,0.0,,150,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
American Satan,451751,en,9.868,2017-10-13,7.4,192,"['Thriller', 'Drama', 'Music']",young rock band half half drop college move chase dream,237708,111.0,Rock & roll is where God and The Devil shake hands,130,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
Fair Game,38363,en,9.86,2010-05-20,6.5,579,"['Drama', 'Thriller']",mother ha double life operative hiding vocation family friend husband writes controversial article refuting story sale enriched uranium secret work identity leaked press cover blown people endangered career personal life begin unravel,25806953,108.0,Wife. Mother. Spy.,422,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Smiley,119278,en,9.611,2012-10-12,4.4,301,['Horror'],learning urban legend demented serial killer named summoned internet mentally fragile must decide whether losing mind becoming next victim,0,90.0,The New Face of Fear,219,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Song One,244783,en,7.611,2014-01-20,5.7,184,['Drama'],estranged family return home accident leaf brother comatose retracing life aspiring musician track favorite musician backdrop music scene develop unexpected relationship face reality life,32251,86.0,A moment can change everything.,330,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
About Cherry,94901,en,11.36,2012-02-14,4.5,213,['Drama'],drama centered troubled young woman move get involved pornography aligns cocaine addicted lawyer,8315,102.0,There's No Such Thing As Going Too Far.,160,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Geronimo: An American Legend,35588,en,8.606,1993-12-10,6.3,163,"['Western', 'History']",reluctantly agreed settle u approved reservation able adapt life corn farmer one particular restless edge broken promise necessary action government thirty warrior form attack team humiliates government evading capture reclaiming rightfully,18635620,115.0,A Warrior. A Leader. A Legend.,440,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Beethoven's Treasure Tail,295887,en,10.352,2014-10-02,5.9,58,"['Action', 'Adventure', 'Family']",everyone favorite get fired movie begin long journey home trainer way become stranded small coastal town beloved canine befriends young boy searching buried treasure,0,98.0,,270,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Black Beauty,526702,en,12.159,2020-11-27,8.5,227,['Drama'],free american horse rounded brought meet spirited teenager two forge bond carry different chapter challenge adventure,0,108.0,Find your way home.,243,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OSS 117 : Le Caire, nid d'espions",15152,fr,10.508,2006-04-19,7.3,1266,"['Crime', 'Action', 'Adventure', 'Comedy']",secret agent foil bed local beauty brings peace,0,99.0,,91,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All Cheerleaders Die,210908,en,11.111,2013-10-31,5.3,321,"['Horror', 'Thriller', 'Comedy']",tragedy rock rebellious outsider shock student body joining cheerleading squad confrontation football team new cheerleader friend sent supernatural roller coaster ride leaf path destruction none may able escape,0,89.0,You can't kill their spirit!,329,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
신세계,165213,ko,7.86,2013-02-21,7.4,276,"['Thriller', 'Crime', 'Drama']",undercover cop ha loyalty tested bos corporate gang spent year infiltrating dy,0,134.0,Three Men. Three Ways. To A Different World.,114,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
La Riffa,59053,it,8.236,1991-11-15,7.1,96,['Drama'],incredibly beautiful woman death husband discovers unfaithfulness huge amount debt left best friend solicitor following advice start selling good like house jewel fur finally also yacht able survive rest year ha prospect future every attempt get job fails make decision set lottery prize,0,93.0,,520,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Moonlight Mile,31005,en,8.356,2002-09-09,6.3,163,"['Romance', 'Drama']",cope death fiancee along parent young man must figure want life,10011050,117.0,"In life and love, expect the unexpected.",120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Spooky Buddies,70587,en,11.859,2011-09-20,6.2,106,"['Comedy', 'Family']",irresistible talking puppy back new movie take far across town mysterious mansion something spooky going,0,88.0,,163,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
കുറുപ്പ്,785585,ml,13.638,2021-11-12,0.0,0,"['Thriller', 'Crime']",drawing inspiration real life incident adventure drama based eluding criminal ha run since mid film bring screen life celebrated criminal,0,156.0,,267,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Hudsucker Proxy,11934,en,9.605,1994-03-11,7.1,745,"['Comedy', 'Drama']",naive business graduate installed president manufacturing company part stock scam,2800000,111.0,They took him for a fall guy... but he threw them for a hoop.,103,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Бриллиантовая рука,20873,ru,8.856,1968-02-02,7.9,181,"['Adventure', 'Comedy', 'Crime']",southern town gang currency trader operating led assistant modest soviet clerk exemplary family man go foreign cruise motor ship also sailed must pick diamond one eastern city transport plaster hand due misunderstanding instead swindler unsuspecting fall appointed place precious plaster imposed start,0,100.0,A cinematographic novel in 2 parts from the life of smugglers,538,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extreme Movie,15544,en,11.858,2008-12-05,4.4,120,['Comedy'],sketch comedy movie joy embarrassment teen sex mostly embarrassment,54822,88.0,A film with many happy endings...,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blade Violent - I violenti,45233,en,9.535,1983-08-31,4.4,31,"['Action', 'Drama']",emanuelle reporter come little close exposing corrupt official sent prison trumped charge prison inmate constantly humiliated tortured prison staff affectionate prisoner forced underwater others obliged look find enemy deranged run prison pleasure warden forced fight knife becomes worse four men awaiting execution escape take prison flow like water,0,89.0,,582,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Juliet, Naked",458344,en,9.119,2018-08-16,6.4,352,"['Comedy', 'Drama', 'Romance']",stuck long term relationship obsessive fan obscure rocker acoustic demo hit record year ago surface discovery lead life changing encounter elusive rocker,0,97.0,,261,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Velvet Buzzsaw,463684,en,11.371,2019-02-01,5.3,1526,"['Thriller', 'Mystery', 'Horror']",big money artist mega collector pay high price art collides commerce series painting unknown artist discovered supernatural force enacts revenge allowed greed get way art,0,113.0,All Art Is Dangerous,252,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Riot,360055,en,9.361,2015-09-27,5.9,131,['Action'],purposefully orchestrates bank robbery order thrown prison notorious russian kingpin mob criminal cunning dangerous lord control police force behind bar life prison cover real power city cell lavish private room built specifically inaccessible depth prison structure even warden fear venturing area prison even surrounded loyal henchman guard sectioned fortress know coming avenge family murdered cold blood tough tougher,124358,88.0,Caged to kill.,750,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antboy II: Den røde furies hævn,314285,da,11.64,2014-12-25,6.2,51,"['Adventure', 'Comedy', 'Family', 'Fantasy']",film sequel danish superhero film based book story ordinary boy secretly fight crime superhero first film made work super villain flea tucked away local insane clinic,2080529,80.0,,352,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Kim Possible: So the Drama,20771,en,10.606,2005-04-08,6.9,137,"['TV Movie', 'Action', 'Adventure', 'Animation', 'Family']",ha evil new plot world domination ultimate success depends upon finding weakness may involve new hottie named suddenly spark feeling resemble much friendship make matter worse favorite fast food chain ha turned sour bombarding little devil,0,71.0,,400,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Casanova,9681,en,10.106,2005-12-25,6.5,710,"['Comedy', 'Romance']",reputation seducing member opposite sex regardless marital status notorious womanizer discovers beauty seems impervious charm continues pursue indifferent lady find falling love,37691644,112.0,He won every woman's heart. She won his.,263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Miss You Already,290762,en,9.611,2015-09-12,7.5,589,"['Comedy', 'Drama']",friendship two life long girlfriend put test one start family fall ill,0,112.0,"When life falls apart, friends keep it together",117,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
American Ninja 4: The Annihilation,25528,en,10.604,1990-10-30,5.3,108,"['Action', 'Thriller']",two american team battle terrorist band,0,99.0,,122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OSS 117 : Rio ne répond plus,15588,fr,9.357,2009-04-15,7.2,1059,"['Crime', 'Action', 'Comedy', 'Adventure']",french top secret agent de la sent buy microfilm running nazi ha team secret service,0,100.0,,164,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gunfight at the O.K. Corral,22201,en,10.104,1957-05-30,7.0,222,['Western'],outlaw form unlikely alliance culminates participation legendary,11750000,122.0,The Wildest Gunfight in the History of the West!,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Guess Who's Coming to Dinner,1879,en,8.354,1967-12-11,7.7,570,['Drama'],couple attitude challenged daughter brings home fianc black,56666667,108.0,A love story of today.,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Past Continuous,891816,he,14.963,2021-11-11,0.0,0,[''],age finally right join holy matrimony underneath chuppah synagogue identical ring official recognition preparing journey grim past still pain trouble despite many year passed still bear within story inspiring couple managed stay together odds,0,30.0,,452,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black '47,438145,en,11.118,2018-09-05,6.6,204,"['Drama', 'Western']",grip ha ravaged country two long year hardened ha fighting british abroad return home reunite estranged family discover cruelest reality black land death reign,0,100.0,In Ireland’s darkest hour vengeance shines a light,311,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Minutemen,22371,en,8.605,2008-02-29,5.7,181,"['Family', 'TV Movie', 'Comedy', 'Science Fiction', 'Adventure']",three high school friend invent time machine decide use go back time prevent youngster making humiliating mistake,0,91.0,It's a short trip from zero... to hero.,157,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Cucuy: The Boogeyman,552938,en,11.848,2018-10-13,7.1,66,['Thriller'],child start disappearing rebellious teen house arrest start suspect legendary evil boogeyman known might responsible,0,85.0,,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Skulls,11478,en,9.354,2000-03-31,5.6,396,"['Crime', 'Drama', 'Thriller']",senior ivy league college depends scholarship working side get accepted secret society hope better chance thought come price,35007180,106.0,Getting in is easy. Getting out is a killer.,236,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Accused,10868,en,12.353,1988-10-14,7.1,381,['Drama'],young woman suffers brutal rape bar one night prosecutor assist bringing perpetrator justice including one encouraged cheered attack,0,111.0,Being a victim was her only crime.,184,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Duplex,7288,en,10.554,2003-09-26,6.1,1374,['Comedy'],young couple buy dream home idea sweet little old lady upstairs going put,19322135,89.0,,130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand Hotel,33680,en,10.104,1932-05-25,7.0,207,"['Drama', 'Romance']",guest posh hotel struggle worry scandal heartache,2594000,112.0,Thank the stars for a great entertainment!,77,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Thanks for Sharing,112200,en,8.858,2013-09-19,5.9,440,"['Comedy', 'Drama']",romantic comedy brings together three disparate character learning face challenging often confusing world struggle together common demon sex addiction,3499442,112.0,Life is a journey you never have to take alone.,194,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A Perfect Ending,107257,en,8.847,2012-06-01,6.4,83,"['Drama', 'Romance']",intimate drama follows woman ha kept sexuality secret friend chooses reveal stranger revelation may yield result expects perfect ending still reach,0,110.0,,240,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Жыве Беларусь,871172,be,14.955,2021-11-11,0.0,0,['Animation'],animator country collaborated support belarusian peaceful protest fair election freedom animator offered interpretation recent event creating animated chronicle dramatic event white red white flag historical symbol ha become symbol peace protest hope people youngest animator participated project year old,0,8.0,,479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Beach Bum,441384,en,10.62,2019-03-21,5.6,323,['Comedy'],irreverent comedy misadventure rebellious stoner lovable rogue life large,4554065,95.0,You gotta go low to get high.,111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
特報 レイプゾンビ2 LUST OF THE DEAD,256522,ja,11.307,2013-03-23,4.9,25,"['Horror', 'Comedy']",strange virus turn world population eating male found uninfected men team zombie go flesh blood surviving young woman fill lust woman survivor must fight survive apocalyptic japan,0,67.0,,324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Entitled,73818,en,6.856,2011-09-06,6.0,113,"['Thriller', 'Crime']",without security job want future dreamed plan perfect crime help struggling family abduct socialite child three wealthy men collect ransom million dollar course one long night accomplice hold rich kid hostage awaiting ransom little idea secret surface father forced choose child money,0,91.0,The perfect plan. The perfect victims. The con is on.,479,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dracula 3000,10838,en,8.334,2004-08-09,2.5,91,"['Horror', 'Science Fiction']",year deep space salvage ship locates vanished starship carpathian crew composed blonde assistant crippled navigator belief genius strong dumb intern drug addicted decide claim possession exploring spacecraft see tape fifty year ago telling wa locked cabin since crew wa acting weird getting cargo coffin station decides search coffin possible hidden dope cut hand blood awakes discloses survivor try find way destroy vampire,0,86.0,"In space, the sun never rises.",872,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Sniper: Legacy,290729,en,10.633,2014-09-29,5.9,137,"['Thriller', 'Action']",several military leader assassinated hears father wa one people killed hunt killer learns father dead used bait,0,94.0,Like Father. Like Son. Born To Kill.,197,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Forces of Nature,1641,en,9.602,1999-03-12,5.4,410,"['Romance', 'Comedy']",professional book jacket blurbologist trying get wedding barely catch last plane seagull fly engine plane taking later flight cancelled approaching hurricane forced hitch ride attractive eccentric woman named,93888180,105.0,"He went from the eye of the storm, into the arms of a hurricane.",368,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Edison,10064,en,9.103,2005-07-29,5.4,233,"['Drama', 'Action', 'Thriller']",troubled city young journalist jaded editor honest investigator district attorney office join force gather evidence corrupt member elite police unit,4165675,99.0,"In this city, only the cops are above the law.",212,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Clerks,2292,en,10.551,1994-09-13,7.4,1862,['Comedy'],convenience video store clerk sharp witted potty mouthed bored mind needling customer counter jockey play hockey roof visit funeral home deal love life,3151130,92.0,Just because they serve you doesn't mean they like you.,245,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Britney vs. Spears,797594,en,11.229,2021-09-27,7.2,75,['Documentary'],filmmaker investigate fight freedom way exclusive interview confidential evidence,0,93.0,No more secrets. No more silence.,155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2036: Nexus Dawn,473072,en,8.862,2017-08-30,6.9,258,"['Science Fiction', 'Thriller']",world short film take place year revolves around character short introduces new line perfected replicants called seeking get prohibition replicants repealed doubt ha serious ramification crucial plot,0,6.0,,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Sharknado 5: Global Swarming,438970,en,12.112,2017-08-06,4.9,239,"['Action', 'Comedy', 'Science Fiction', 'TV Movie', 'Adventure']",wife travel around world save young son trapped inside sharknado,0,90.0,Make America bait again!,104,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Ma Rainey's Black Bottom,615667,en,14.353,2020-11-25,6.7,787,"['Drama', 'Music']",tension rise trailblazing band gather recording studio play,0,94.0,It would be an empty world without the blues.,149,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Valley Girl,19053,en,7.85,1983-04-08,5.9,144,"['Comedy', 'Romance']",girl valley meet randy punk city different world find love need stay together spite trendy shallow friend,17343596,99.0,She's cool. He's hot. She's from the Valley. He's not.,187,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Painless,446841,en,9.31,2017-03-02,5.8,15,"['Thriller', 'Drama']",desperately seek cure condition leaf unable feel physical pain,0,80.0,Life is Pain,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
